"Volume_cell","EquivDiameter","SurfaceArea_cell","MeanIntensity","MinIntensity","MaxIntensity","MajorAxis_cell","MinorAxis_cell","secondMajor_cell","Eccentricity_cell","secondEccentricity_cell","Sphericity_cell","Vol2surf_cell","runNumber","timeTrack","yDim","xDim","zDim","xCoord_cell","yCoord_cell","zCoord_cell","Orbit","AngleBetween","serialNumber","nProtrusions_cell","CoverslipPresent","CoverslipDistance","OnCoverslip","fieldNumber","Treatment","Row","Column","Polarity_cell","Spreading_cell","Protrusivity_cell","cellNumber","NucleusVolumeFraction","Volume_nucleus","SurfaceArea_nucleus","MajorAxis_nucleus","MinorAxis_nucleus","secondMajor_nucleus","Eccentricity_nucleus","secondEccentricity_nucleus","Sphericity_nucleus","Vol2surf_nucleus","xCoord_nucleus","yCoord_nucleus","zCoord_nucleus","nProtrusions_nucleus","Polarity_nucleus","Spreading_nucleus","Protrusivity_nucleus","Plate","cluster"
0.607535453388382,27.1173860875044,1.55127172964871,122.062925007183,11,604,2.15315656025319,-0.880183791425026,0.452404034048421,1.06238697963729,1.11937083910761,-1.72349803411189,-1.3002853535274,1,37,99,80,33,248.884057971014,308.806763285024,52.9871175523349,0.252683761022087,-1.32691555188182,"0021_0001_dotphotonCompressed_20190614_CRUK15_main488_642_19-06-14_15-23-19",2.18560584567231,1,86.9154757430481,0,21,"Blebbistatin","E",6,1.11316307057853,1.31301523916775,1.37114182259567,219,-0.524473882931648,-0.0709220817075843,0.0246593841467727,0.439179239792708,0.469346863788955,-0.611596879844719,0.065190654728697,1.0464137499055,0.150069119708277,0.137184344890562,248.884057971014,308.806763285024,52.9871175523349,-1.29674880954687,0.625128227164478,-0.891437264397582,-0.705865218513206,15,4
-1.53017554646395,15.5190119584611,-0.932694080172696,51.3919264179867,12,125,-0.756077401728042,-0.697903361821253,-0.417052486158301,-0.0326054981874441,-0.3506716457147,-1.42544943613627,-2.52850148279787,1,43,21,22,35,270.344594594595,91.3445945945946,20.5,0.0360743665264273,-0.195501540243255,"0030_0001_dotphotonCompressed_20190614_CRUK15_main488_642_19-06-14_15-23-19",0.753216013821808,0,-20.5,0,30,"Blebbistatin","F",6,-0.199839190293185,0.0165773033369725,1.32430423079084,264,1.08764173459023,-0.869455196012228,-0.955034696702301,-1.28920857840262,-0.822138259457093,-0.289505963585459,-0.115454069939272,-1.60680221686914,0.294463421191817,-0.78864019989543,270.344594594595,91.3445945945946,20.5,-0.34646787704417,-0.779792493638888,0.448218915396429,0.250749122689484,15,4
-0.815159287578123,19.2928508804782,-0.74940597866008,34.3252659574468,1,119,-0.191037534243076,-0.601383973002723,-0.968661264617507,0.644669788182533,0.875703365603743,-0.00265971014254176,-0.579038985297835,1,25,33,32,21,96.7511600928074,900.584686774942,15.2853828306264,-0.175287413222304,1.17173730931076,"0016_0001_dotphotonCompressed_20190815_CRUK21_liveDrug_main488_642_19-08-15_15-48-27",-0.943944885283001,0,-15.2853828306264,0,16,"Blebbistatin","E",6,0.759753648215129,0.38050345926372,0.233947627794078,136,2.27349572181594,1.09257005888027,1.18301253836694,0.0775909982008658,2.35134504603032,1.20616323821313,-3.79542655568663,-1.45554392373289,0.0363375861525864,1.2031965730298,96.7511600928074,900.584686774942,15.2853828306264,-0.246854398327104,-2.96832571927396,-3.60389301166472,0.895289376284058,21,3
-0.83473915330124,20.8076204809658,-0.95217470476231,165.544837820649,17,569,-0.95580405082763,-0.0336002161064843,-0.476450306396797,-1.83370121841396,-1.63679688301698,1.2687106936876,0.519668306278974,1,0,21,26,23,209.690476190476,520.946428571429,54.8214285714286,-0.973770327878415,0.483237904662148,"0007_0001_dotphotonCompressed_20190614_CRUK15_main488_642_19-06-14_15-23-19",-0.679173818028699,1,63.7460197684834,0,7,"CK666","D",3,-1.8163600012964,-1.61969753844474,-1.12659291099916,54,0.30763575053392,-0.358394002857256,-0.391716915685026,-0.675105293306369,0.118713475366422,-0.193526040557541,-0.761949648576248,-0.345810623912625,1.07511900873773,0.0281330636285126,209.690476190476,520.946428571429,54.8214285714286,-0.34646787704417,-0.683364944825468,-0.755104997583384,-0.551168504414861,15,2
-0.129696976433842,23.3337499424237,-0.665611924970278,75.0968129885749,21,199,-0.885868889556774,0.765383136338268,-0.081564468067938,-2.36137561207259,-1.8500291928216,1.96063535739149,1.49377299241802,1,4,23,24,28,96.779443254818,196.289079229122,33.1220556745182,-1.26153197136668,1.5853555961846,"0009_0001_dotphotonCompressed_20190815_CRUK21_liveDrug_main488_642_19-08-15_15-48-27",-1.40977924413683,0,-33.1220556745182,0,9,"CK666","C",3,-2.25729653881115,-2.03929535062419,-1.92347821876747,69,-0.567343288563123,-0.498224486861363,-0.421681488890812,-0.331500083722923,-0.611411710096249,-0.159157155273528,0.575313172706408,0.0357473527445053,-0.571445995107125,-0.494863281452529,96.779443254818,196.289079229122,33.1220556745182,0.684855945733164,0.349856022449323,0.762074238482514,0.495025225799706,21,2
-1.18144947105192,18.5478091182451,-0.84341867968364,104.175396587848,9,360,-0.597957330793983,-1.32162442669526,-0.144377718650955,0.556832270190316,-0.162170530390464,-0.399723905742832,-1.3275484820102,1,11,25,34,39,222.503198294243,101.149253731343,47.7825159914712,-0.853992266077526,-1.57330681502489,"0013_0001_dotphotonCompressed_20190614_CRUK15_main488_642_19-06-14_15-23-19",-0.201710540745197,0,-47.7825159914712,0,13,"CK666","D",9,0.292709361157718,0.769164862249734,0.508279249223684,111,0.896615461024856,-0.444389876705448,-0.503599306673534,-0.27603078192912,-0.0829069157785138,-0.657417773192116,0.0303537524976865,0.641384031205115,1.23839356665614,-0.0406786311803504,222.503198294243,101.149253731343,47.7825159914712,-0.34646787704417,0.327803934113855,-0.407490867558655,-1.30728695669537,15,4
-0.422416877631348,21.7898080466849,-0.683013150479698,64.6858039505261,1,244,-0.776052006344632,-0.0747833095374606,-0.112853554818592,-0.525297614885507,-0.943858935979049,1.12000710627711,0.582603732041824,1,26,28,27,26,293.078947368421,351.560526315789,28.9315789473684,0.720846071639753,1.73404054662758,"0019_0001_dotphotonCompressed_20190815_CRUK21_liveDrug_main488_642_19-08-15_15-48-27",-0.478110526429175,0,-28.9315789473684,0,19,"CK666","E",3,-0.773434936109519,-0.358714146002077,-1.07591971824274,189,-0.567745085877051,-0.608327211984292,-0.669150539526377,-1.0136051054238,0.0771104403199781,-0.73982360311864,-2.0089290305054,-0.360148370753288,0.804576668234842,-0.446501922151028,293.078947368421,351.560526315789,28.9315789473684,-0.246854398327104,-1.3598034058722,-2.3736503442866,-0.0862688030053748,21,2
-0.0201210884117315,24.7622156864736,-0.289536810120852,115.244779874214,10,525,-0.687126992150704,0.776940083895054,0.00813234115761311,-0.954902971727409,-0.749361635108924,0.452294446438903,0.654989222171352,1,19,31,35,32,236.56420233463,369.066147859922,50.8988326848249,0.347063925060895,-0.849682084305426,"0018_0001_dotphotonCompressed_20190614_CRUK15_main488_642_19-06-14_15-23-19",-0.201710540745197,0,-50.8988326848249,0,18,"CK666","E",9,-0.913371132112806,-1.02087648654069,-0.463467865762858,171,-0.433534319436437,-0.333823753186344,-0.267048248788581,-0.456703658489723,0.0937315112619048,-0.110375254476888,-0.409357873851534,-0.138415005853332,0.124262607981819,-0.133043298686085,236.56420233463,369.066147859922,50.8988326848249,-1.29674880954687,-0.369159308595415,-0.426018880115025,0.0279384951433894,15,2
0.0663186982951765,24.2632126007764,0.1092825634188,55.9983955074208,0,171,-0.184991327267815,0.101348348310214,1.42376508790663,0.403303324085936,-0.609110358757664,-0.187484582108562,0.0847465120850135,2,35,42,42,43,240.583123425693,202.333753148615,36.8425692695214,0.423937197227901,1.39736281182931,"0020_0002_dotphotonCompressed_20190815_CRUK21_liveDrug_main488_642_19-08-15_15-48-27",-0.0122761675753488,0,-36.8425692695214,0,20,"DMSO","E",2,0.0347407934154317,0.655132851389421,0.376670058341571,205,0.472428199236321,0.920455454090402,0.892447417657909,0.451160097256701,1.35606299343069,1.08071115170683,-0.829248752373265,-0.395601039314364,0.906560457644122,1.3202992817294,240.583123425693,202.333753148615,36.8425692695214,-0.246854398327104,-0.773031877027675,-0.803552058175216,-0.409867686394201,21,3
1.04450091063696,28.0906193424581,1.98780026813039,76.1855936584525,4,452,2.56373629150674,0.0453572030755001,0.12977064588141,1.01600154787897,1.18885128331693,-1.57884568415914,-0.530591351961689,2,0,120,66,34,259.506756756757,736.283783783784,31.3783783783784,1.85455041654139,-1.39289888082793,"0001_0002_dotphotonCompressed_20190815_CRUK21_liveDrug_main488_642_19-08-15_15-48-27",1.85106126783996,0,-31.3783783783784,0,1,"H1152","B",2,1.12485319746362,1.08928134602234,1.61020436592113,1,-0.987663888490272,-0.90193447897877,-1.04200207427824,-0.612819951396046,-1.28316993360362,-1.39689668868825,1.02229663227358,1.14678085978059,-1.60454444407157,-1.51390514137066,259.506756756757,736.283783783784,31.3783783783784,0.684855945733164,1.16614178427922,0.894926873534229,2.76895002520393,21,4
